
# This file can be used as a template for user-created/modified analysis inputs in the context of this particular model for these particular command-line arguments.
# The row after next MUST remain in the file in order for it to be parsable by the CSV reader. They indicate the following:
cell-total, time-start, time-col, cell-start, cell-end, specie-option,
100,0,0,0,100,1,1,1,1,1,1,

specie1,specie2,specie3,specie4,specie5,specie6,
0,0,9,13,5541,8837,
3,1,8,42,5566,8874,
2,13,7,5,5542,8922,
2,0,1,2,5465,8970,
1,29,24,34,5484,8814,
0,21,0,74,5395,8731,
0,4,7,44,5522,8854,
1,2,3,43,5532,8931,
0,8,4,23,5632,8930,
0,15,0,21,5431,8888,
0,4,3,99,5499,8857,
1,10,13,18,5587,9013,
2,2,1,38,5532,8885,
0,4,7,61,5463,9063,
3,1,0,35,5519,8869,
0,3,5,11,5541,8771,
0,7,13,18,5500,9077,
1,12,9,81,5440,8873,
5,4,6,20,5544,8626,
0,8,3,0,5593,8911,
2,6,0,27,5499,9026,
1,2,3,17,5545,8819,
0,10,1,36,5460,8938,
1,26,10,19,5559,8799,
0,5,0,39,5622,9020,
0,8,20,9,5658,8961,
1,15,28,10,5549,8964,
1,31,4,43,5432,8785,
3,7,8,13,5593,8950,
1,4,18,20,5476,8976,
2,26,1,20,5537,8856,
1,22,2,40,5652,8985,
0,13,4,73,5493,8950,
0,6,2,28,5544,8991,
0,3,0,0,5504,8856,
4,10,1,46,5497,8886,
1,1,8,6,5595,8726,
0,3,7,5,5572,8895,
0,11,10,7,5409,9108,
0,23,2,1,5681,8745,
2,24,14,51,5528,9021,
0,19,0,29,5570,8856,
0,4,0,51,5611,8836,
2,1,3,37,5354,8948,
0,3,30,8,5536,8805,
3,0,8,20,5629,8904,
2,1,8,2,5471,9035,
0,6,3,10,5566,8865,
2,23,28,26,5464,8928,
4,4,5,4,5460,8780,
0,3,6,20,5547,8975,
0,6,36,20,5524,8970,
1,3,5,68,5509,8952,
0,4,3,33,5600,9009,
0,26,4,38,5477,8901,
0,15,7,1,5453,8937,
2,3,1,39,5476,8995,
0,9,19,0,5623,8823,
5,10,1,3,5576,8870,
0,10,11,39,5600,9001,
3,15,0,16,5586,8919,
0,0,5,18,5349,8760,
4,0,2,12,5542,8860,
3,2,9,23,5639,8875,
3,19,1,12,5577,8785,
0,0,0,1,5531,9012,
1,19,21,12,5604,8959,
0,0,6,9,5564,9178,
0,7,2,53,5455,8978,
0,5,5,10,5514,8870,
4,32,16,11,5507,8980,
3,6,1,14,5519,9036,
0,4,8,2,5559,9050,
1,50,5,16,5507,9038,
0,17,2,0,5530,8845,
0,3,35,2,5562,8994,
1,2,0,14,5556,8913,
0,2,10,16,5539,8874,
0,5,3,27,5412,9068,
0,3,0,5,5568,8820,
0,2,3,7,5554,9049,
0,0,3,4,5627,8783,
0,23,2,10,5480,8875,
2,8,8,30,5440,8940,
1,3,31,10,5461,9120,
4,2,10,17,5484,8889,
5,17,58,12,5518,8889,
5,0,0,9,5550,8928,
0,26,14,53,5443,8772,
0,12,11,48,5384,9030,
0,15,4,12,5432,8955,
1,5,22,61,5510,8800,
1,4,12,6,5403,8904,
1,3,5,41,5539,9144,
5,1,0,23,5586,8857,
2,10,16,30,5511,9166,
0,10,0,22,5627,8658,

# Showing cells 0-100 until 9.00004 min
